,Age,C0.4,C1,C2.5,C5,C10,C25,C50,C75,C90,C95,C97.5,C99,C99.6
,50,2.542432,2.726487,2.913782,3.061719,3.220133,3.461728,3.703803,3.924486,4.108493,4.213018,4.300667,4.399367,4.484441
,60,2.441802,2.637818,2.835156,2.989766,3.154301,3.403544,3.651636,3.876651,4.063576,4.169513,4.258223,4.35799,4.443884
,70,2.267686,2.486138,2.702065,2.868895,3.044562,3.307686,3.566778,3.799867,3.992381,4.101099,4.191946,4.293921,4.381564
,80,2.036931,2.292854,2.539856,2.726932,2.920894,3.20671,3.483844,3.730364,3.93238,4.045926,4.140541,4.246483,4.337328
,90,1.775265,2.074892,2.360133,2.572099,2.788175,3.10068,3.398361,3.65979,3.872157,3.990903,4.089551,4.199713,4.293947
R_transversetemporal,3,2.232135,2.305492,2.388006,2.458973,2.540793,2.677511,2.829415,2.981318,3.118036,3.199856,3.270823,3.353337,3.426694
,5,2.1866,2.260042,2.342653,2.413702,2.495618,2.632496,2.784577,2.936658,3.073535,3.155451,3.226501,3.309112,3.382554
,10,2.074914,2.148571,2.231423,2.30268,2.384836,2.522113,2.674639,2.827164,2.964442,3.046597,3.117855,3.200707,3.274364
,15,1.972705,2.046577,2.129671,2.201137,2.283532,2.421211,2.574182,2.727153,2.864832,2.947227,3.018693,3.101787,3.175659
,20,1.89192,1.966008,2.049345,2.121019,2.203655,2.341736,2.495153,2.648571,2.786652,2.869288,2.940962,3.024299,3.098387
,30,1.789145,1.863667,1.947491,2.019585,2.102704,2.241593,2.395908,2.550224,2.689113,2.772232,2.844326,2.92815,3.002671
,40,1.707223,1.782183,1.8665,1.939018,2.022626,2.162331,2.317554,2.472777,2.612483,2.696091,2.768608,2.852926,2.927885
,50,1.652854,1.728258,1.813076,1.886024,1.970128,2.110662,2.266806,2.42295,2.563485,2.647589,2.720537,2.805355,2.880759
,60,1.608432,1.684287,1.769612,1.842995,1.927602,2.068976,2.226053,2.38313,2.524504,2.609111,2.682495,2.767819,2.843674
,70,1.551865,1.628175,1.714012,1.787836,1.872951,2.015174,2.173193,2.331213,2.473436,2.55855,2.632375,2.718211,2.794522
,80,1.457982,1.534753,1.621108,1.695378,1.781006,1.924088,2.083061,2.242035,2.385116,2.470745,2.545015,2.63137,2.708141
,90,1.33713,1.414366,1.501244,1.575963,1.66211,1.806058,1.965994,2.125931,2.269878,2.356025,2.430745,2.517623,2.594858
R_insula,3,2.995009,3.062811,3.134866,3.193874,3.259136,3.363174,3.474045,3.582871,3.681394,3.741494,3.794738,3.85838,3.916918
,5,2.954926,3.022212,3.093689,3.152207,3.216914,3.320058,3.430002,3.537993,3.635868,3.695637,3.748639,3.812057,3.87046
,10,2.861343,2.927466,2.997633,3.055034,3.118474,3.219573,3.327398,3.433496,3.529926,3.588983,3.641479,3.704464,3.762648
,15,2.783224,2.848526,2.917745,2.974319,3.036809,3.136363,3.242596,3.347314,3.442768,3.501402,3.553653,3.616524,3.674791
,20,2.720244,2.785187,2.85392,2.91003,2.971952,3.070533,3.175741,3.279601,3.374529,3.433007,3.485246,3.548282,3.60689
,30,2.619267,2.685226,2.754611,2.810962,2.872886,2.971024,3.075394,3.178376,3.272738,3.331084,3.383391,3.446785,3.506029
,40,2.533741,2.602779,2.674652,2.732503,2.795592,2.894699,2.99922,3.101848,3.195773,3.253916,3.306139,3.369601,3.429115
,50,2.462998,2.53696,2.612901,2.673306,2.738519,2.83977,2.945333,3.048216,3.142088,3.2002,3.252457,3.316089,3.375932
,60,2.40843,2.489219,2.570789,2.634761,2.70301,2.807537,2.915079,3.018997,3.113478,3.171962,3.224617,3.288872,3.349484
,70,2.345933,2.434953,2.523069,2.591051,2.662605,2.770529,2.879957,2.984735,3.079665,3.138441,3.191443,3.25629,3.317675
,80,2.277268,2.376807,2.472975,2.54573,2.621103,2.732807,2.84421,2.9498,3.045106,3.104138,3.157467,3.222906,3.285094
,90,2.198451,2.311725,2.417939,2.496413,2.576203,2.692063,2.805449,2.911702,3.007214,3.066404,3.119985,3.185947,3.248898
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
